index,Amount,Use Chip,Errors,Fraud,Trans_hour,Day_of_week,MCC_Category,Current Age,Gender,Latitude,Longitude,hist_trans_60d,hist_trans_24h,hist_fraud_trans_24h,hist_trans_avg_amt_60d
15,1.746180556,0,0,0,-0.714285714,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.486486486,1,0,0.017742548
16,1.808159722,0,0,0,0.142857143,-0.5,1,0.047619048,0,-0.553741497,-1.841427736,-0.486486486,1,0,0.017742548
17,1.458333333,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.445945946,0,0,0.417583362
18,1.959375,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.432432432,0.5,0,0.547692375
19,0.260763889,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.432432432,-1,0,0.547692375
20,1.162673611,0,0,0,0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.405405405,-0.5,0,0.510607658
21,-2.240104167,0,0,0,0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.405405405,-1,0,0.510607658
22,0.418229167,0,0,0,0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.405405405,-0.5,0,0.510607658
23,-0.467881944,0,0,0,0.285714286,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.405405405,0,0,0.510607658
24,1.485416667,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,0.5,0,0.443394543
25,1.527083333,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,1,0,0.443394543
26,0.8671875,0,0,0,-0.428571429,0,2,0.047619048,0,-0.553741497,-1.841427736,-0.324324324,1.5,0,0.62915342
27,0.113194444,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.310810811,-1,0,0.662951846
28,0.819097222,0,0,0,0.142857143,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.297297297,-1,0,0.638860371
29,0.492013889,0,0,0,1.142857143,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.297297297,-1,0,0.638860371
30,0.266493056,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.27027027,-0.5,0,0.669984515
31,0.407986111,0,0,0,-0.428571429,0.5,2,0.047619048,0,-0.553741497,-1.841427736,-0.256756757,-1,0,0.658185174
32,2.271701389,0,0,0,-0.857142857,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.243243243,-1,0,0.656232462
33,0.366319444,0,0,0,-0.714285714,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.243243243,-0.5,0,0.656232462
34,-0.336979167,0,0,0,0.142857143,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.243243243,0,0,0.656232462
35,1.916493056,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,0,0,0.71444174
36,0.146875,0,0,0,-0.142857143,0,0,0.047619048,0,-0.553741497,-1.841427736,-0.189189189,-1,0,0.797468697
37,1.680555556,0,0,0,-1,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.175675676,-1,0,0.777477021
38,0.800347222,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.162162162,-1,0,0.841684239
39,1.065451389,0,0,0,1.142857143,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.162162162,-1,0,0.841684239
40,0.1,0,0,0,-0.857142857,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.135135135,-0.5,0,0.883454302
41,0.102951389,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.121621622,-1,0,0.860960497
42,1.778125,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.108108108,-1,0,0.839682594
43,-0.194965278,0,0,0,0,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.094594595,-0.5,0,0.899651757
44,0.072916667,0,0,0,-0.857142857,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.081081081,-1,0,0.864512917
45,0.086631944,0,0,0,-0.857142857,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.067567568,-1,0,0.843199591
46,2.047222222,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.054054054,-1,0,0.823427174
47,0.214236111,0,2,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.040540541,-0.5,0,0.875977703
48,-0.259027778,0,0,0,1,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.040540541,-1,0,0.875977703
49,1.698611111,0,0,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.013513514,-0.5,0,0.842214199
50,0.926388889,0,0,0,1.142857143,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,0,0,0,0.890460875
51,2.013368056,0,0,0,1.285714286,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,0,-1,0,0.890460875
52,0.012152778,0,0,0,-1.714285714,0,0,0.047619048,0,-0.553741497,-1.841427736,0.013513514,-0.5,0,1.003256258
53,0.831597222,0,0,0,1,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.662162162,-1,0,-0.219767998
54,0.578645833,0,0,0,0.142857143,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.648648649,-1,0,0.624311245
55,0.572395833,0,0,0,0.142857143,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.648648649,-0.5,0,0.624311245
55,0.572395833,0,0,0,0.142857143,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.648648649,-1,0,0.624311245
56,-1.649826389,0,0,0,0.142857143,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.648648649,-1,0,0.624311245
56,-1.649826389,0,0,0,0.142857143,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.648648649,-0.5,0,0.624311245
57,1.296875,0,0,0,-1,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.608108108,0,0,-0.102669886
58,0.887326389,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.608108108,-1,0,-0.102669886
59,1.577430556,0,1,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.608108108,-0.5,0,-0.102669886
60,1.5625,0,1,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.567567568,0,0,0.812709016
61,1.859722222,0,0,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.567567568,-1,0,0.812709016
62,0.695659722,1,0,0,0.142857143,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.567567568,-0.5,0,0.812709016
63,0.7359375,0,0,0,0.571428571,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.527027027,0,0,1.293494407
64,1.331076389,0,1,0,0.571428571,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.527027027,-1,0,1.293494407
65,1.630034722,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.5,-0.5,0,1.386101015
66,1.347395833,0,0,0,-0.428571429,-0.5,1,0.047619048,0,-0.553741497,-1.841427736,-0.486486486,0,0,1.509470373
67,0.888715278,0,0,0,1.142857143,-0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.472972973,-1,0,1.577572376
68,1.1578125,0,0,0,-0.857142857,0,0,0.047619048,0,-0.553741497,-1.841427736,-0.459459459,-1,0,1.578102906
69,1.647569444,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.445945946,-0.5,0,1.61118126
70,1.113020833,0,0,0,-0.857142857,0,0,0.047619048,0,-0.553741497,-1.841427736,-0.432432432,-1,0,1.696637621
71,-0.012673611,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.418918919,-1,0,1.715138719
72,1.975868056,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.405405405,-1,0,1.615836109
73,0.5421875,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.391891892,-1,0,1.721069253
74,0.119965278,0,0,0,0.571428571,-0.25,1,0.047619048,0,-0.553741497,-1.841427736,-0.378378378,-1,0,1.682482928
75,-0.41875,0,0,0,0.142857143,0,0,0.047619048,0,-0.553741497,-1.841427736,-0.364864865,-1,0,1.609433205
76,-0.007465278,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,-0.5,0,1.496228411
77,0.113888889,0,0,0,-0.857142857,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.337837838,-0.5,0,1.425971929
78,0.175694444,0,0,0,-0.857142857,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.324324324,-1,0,1.370735361
79,0.149826389,0,0,0,-0.857142857,-0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.310810811,-1,0,1.324306213
80,-0.353645833,0,0,0,0,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.297297297,-0.5,0,1.279290168
81,1.703993056,0,0,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.283783784,-1,0,1.201612607
82,0.164409722,0,0,0,-0.857142857,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.27027027,-0.5,0,1.23246134
83,1.041145833,0,0,0,0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.27027027,-1,0,1.23246134
84,0.433854167,0,0,0,0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.27027027,-0.5,0,1.23246134
85,-2.118576389,0,0,0,0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.27027027,0,0,1.23246134
86,2.48125,0,0,0,-0.857142857,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.216216216,0.5,0,1.063118841
87,0.084895833,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,1,0,1.1717978
88,0.196180556,0,0,0,-0.857142857,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.189189189,-1,0,1.137305968
89,1.544618056,0,0,0,-0.857142857,0.25,1,0.047619048,0,-0.553741497,-1.841427736,-0.175675676,-0.5,0,1.110874789
90,0.182291667,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.175675676,-1,0,1.110874789
91,1.357986111,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.148648649,-0.5,0,1.132574606
92,1.588715278,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.135135135,-1,0,1.168080684
93,0.180208333,0,0,0,-0.857142857,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.121621622,-1,0,1.213448198
94,0.098784722,0,0,0,-0.857142857,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.108108108,-1,0,1.187567231
95,1.716145833,0,0,0,-0.857142857,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.094594595,-0.5,0,1.158989032
96,0.013715278,0,0,0,-0.142857143,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.094594595,-1,0,1.158989032
97,0.876215278,0,0,0,0.571428571,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.067567568,-0.5,0,1.175792246
98,0.144444444,0,0,0,-0.857142857,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.054054054,-1,0,1.160079357
99,0.635590278,0,0,0,-0.428571429,0,2,0.047619048,0,-0.553741497,-1.841427736,-0.054054054,-0.5,0,1.160079357
100,1.580555556,0,1,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.027027027,0,0,1.158090028
101,0.855555556,0,0,0,0.571428571,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.013513514,-1,0,1.19591143
102,1.015798611,0,0,0,-0.857142857,0,0,0.047619048,0,-0.553741497,-1.841427736,-0.662162162,-1,0,1.202348155
103,0.603993056,0,0,0,1.285714286,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.662162162,-1,0,1.202348155
104,0.215104167,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.648648649,-0.5,0,1.4236829
105,1.832465278,0,0,0,0.142857143,0.5,1,0.047619048,0,-0.553741497,-1.841427736,-0.635135135,-0.5,0,1.015234385
106,0.885763889,0,0,0,0.142857143,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.635135135,-1,0,1.015234385
107,1.750173611,0,0,0,-0.857142857,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.608108108,-0.5,0,1.631197636
108,0.152256944,0,0,0,-0.857142857,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.594594595,0,0,1.65508937
109,0.111284722,0,0,0,-0.714285714,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.594594595,-0.5,0,1.65508937
110,0.977951389,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.567567568,-0.5,0,1.446260232
111,1.887326389,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.554054054,0,0,1.482220034
112,1.576215278,0,1,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.554054054,-0.5,0,1.482220034
113,-0.3078125,0,0,0,1,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.554054054,0,0,1.482220034
114,-0.008333333,0,0,0,-1.714285714,0,0,0.047619048,0,-0.553741497,-1.841427736,-0.513513514,0,0,1.449599544
115,2.548611111,0,0,0,-1,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.513513514,0.5,0,1.449599544
116,0.372395833,0,0,0,0.142857143,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.513513514,1,0,1.449599544
117,0.262326389,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.472972973,0.5,0,1.394628228
118,-0.347048611,0,0,1,-0.428571429,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.472972973,-0.5,0,1.394628228
119,1.521701389,0,0,0,0.571428571,0.25,3,0.047619048,0,-0.553741497,-1.841427736,-0.472972973,0,0,1.394628228
120,2.761111111,0,0,0,1.428571429,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.472972973,0,0,1.394628228
121,1.617361111,0,0,0,-0.857142857,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.418918919,0.5,0,1.624655697
122,-0.121527778,0,0,0,-0.857142857,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.418918919,-1,0,1.624655697
123,0.656770833,0,0,1,-0.142857143,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.418918919,-0.5,1,1.624655697
124,1.13125,0,0,1,0.428571429,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.418918919,0,1,1.624655697
125,4.634895833,0,0,1,0.428571429,0.75,4,0.047619048,0,-0.553741497,-1.841427736,-0.418918919,0.5,2,1.624655697
126,1.891840278,0,0,0,-0.857142857,-0.75,1,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,1,0,1.885383119
127,-0.474131944,0,0,1,-0.714285714,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,1.5,3,1.885383119
128,0.770486111,0,0,1,-0.714285714,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,1,4,1.885383119
129,3.721875,0,0,1,-0.571428571,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,1.5,5,1.885383119
130,2.865798611,0,0,1,-0.571428571,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,2,6,1.885383119
131,0.289409722,0,0,0,1.142857143,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.351351351,2.5,0,1.885383119
132,2.024479167,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.27027027,1.5,0,2.144619565
133,1.058506944,0,1,0,0.142857143,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.256756757,2,0,1.986521615
134,-2.1359375,0,0,0,0.142857143,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.256756757,-1,0,1.986521615
135,0.756597222,0,0,0,0.142857143,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.256756757,-0.5,0,1.986521615
136,1.866840278,0,0,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.216216216,0,0,1.96673807
137,-0.077083333,0,0,0,-0.857142857,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,0.5,0,1.519874803
138,-0.026041667,0,0,1,-0.428571429,-0.75,4,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,-1,7,1.519874803
139,-5.712326389,0,0,1,-0.428571429,-0.75,4,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,-0.5,1,1.519874803
140,1.683506944,1,0,0,1.142857143,-0.75,1,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,0,0,1.519874803
141,0.755381944,0,0,0,1.142857143,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.202702703,0.5,0,1.519874803
142,0.697743056,0,0,0,1.142857143,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.135135135,1,0,1.557251287
143,2.419444444,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.121621622,-1,0,1.548358185
144,-0.034201389,0,0,0,-0.714285714,0,-1,0.047619048,0,-0.553741497,-1.841427736,-0.108108108,-0.5,0,1.624339066
145,1.119097222,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.094594595,-1,0,1.579232032
146,1.470486111,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,-0.094594595,-0.5,0,1.579232032
147,8.042881944,0,0,0,1,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,-0.094594595,0,0,1.579232032
148,0.903472222,0,0,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,-0.054054054,0,0,1.895027539
149,0.248958333,0,0,0,-0.857142857,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,-0.054054054,0,0,1.895027539
150,2.843576389,1,0,0,0.142857143,0.5,1,0.047619048,0,-0.553741497,-1.841427736,-0.054054054,0.5,0,1.895027539
151,1.859722222,0,0,0,-0.857142857,0.75,0,0.047619048,0,-0.553741497,-1.841427736,-0.013513514,0.5,0,1.961162771
152,0.05,0,0,0,0.142857143,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,-0.013513514,0.5,0,1.961162771
153,2.490798611,1,0,0,1.142857143,0.75,1,0.047619048,0,-0.553741497,-1.841427736,-0.013513514,-0.5,0,1.961162771
154,1.376215278,0,0,0,1.142857143,0.75,1,0.047619048,0,-0.553741497,-1.841427736,-0.013513514,0,0,1.961162771
155,1.735416667,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,0.040540541,0.5,0,2.028230701
156,1.046006944,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.054054054,-1,0,2.049758194
157,1.891840278,0,0,0,-0.857142857,-0.25,1,0.047619048,0,-0.553741497,-1.841427736,0.054054054,-0.5,0,2.049758194
158,0.210069444,0,0,0,-0.857142857,-0.25,-1,0.047619048,0,-0.553741497,-1.841427736,0.054054054,-0.5,0,2.049758194
159,0.547222222,0,0,0,-0.857142857,0,-1,0.047619048,0,-0.553741497,-1.841427736,0.094594595,0,0,2.045215618
160,1.721527778,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.108108108,-1,0,2.025169526
161,-0.373958333,0,0,0,1,0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.108108108,-0.5,0,2.025169526
162,0.142534722,0,0,0,-0.857142857,0.75,-1,0.047619048,0,-0.553741497,-1.841427736,0.135135135,-0.5,0,1.995773105
163,1.809201389,0,0,0,-1,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,0.148648649,-1,0,1.96385609
164,1.757638889,0,0,0,-0.857142857,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,0.148648649,-1,0,1.96385609
165,4.239236111,0,0,0,-0.142857143,-0.25,2,0.047619048,0,-0.553741497,-1.841427736,0.175675676,-0.5,0,2.010377016
166,1.989583333,0,0,0,-0.857142857,0,-1,0.047619048,0,-0.553741497,-1.841427736,0.189189189,-1,0,2.111598541
167,0.912152778,0,0,0,0.142857143,0.25,-1,0.047619048,0,-0.553741497,-1.841427736,0.202702703,-0.5,0,2.138404523
168,2.2390625,0,0,0,-0.857142857,0.5,1,0.047619048,0,-0.553741497,-1.841427736,0.216216216,-1,0,2.130767258
169,0.122395833,0,0,0,-0.857142857,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,0.216216216,-0.5,0,2.130767258
170,1.737847222,0,0,0,-1,0.75,0,0.047619048,0,-0.553741497,-1.841427736,0.243243243,0,0,2.132440166
171,-0.070486111,0,0,0,-0.428571429,0.75,2,0.047619048,0,-0.553741497,-1.841427736,0.243243243,0,0,2.132440166
172,0.144618056,0,0,0,-0.857142857,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,0.27027027,-0.5,0,2.084569342
173,2.290451389,0,0,0,-0.714285714,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,0.27027027,-0.5,0,2.084569342
174,2.271527778,0,0,0,-0.857142857,-0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.297297297,0,0,2.117753286
175,1.281944444,0,0,0,0.571428571,-0.25,3,0.047619048,0,-0.553741497,-1.841427736,0.297297297,-1,0,2.117753286
176,-0.4125,1,0,0,0.714285714,-0.25,-1,0.047619048,0,-0.553741497,-1.841427736,0.297297297,-0.5,0,2.117753286
177,1.381944444,0,0,0,-0.857142857,0,0,0.047619048,0,-0.553741497,-1.841427736,0.337837838,0,0,2.109528282
178,-0.3171875,0,0,0,0.142857143,0,0,0.047619048,0,-0.553741497,-1.841427736,0.337837838,0,0,2.109528282
179,1.775520833,0,0,0,-1,0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.364864865,0.5,0,2.07332149
180,0.342534722,0,0,0,-0.428571429,0.25,2,0.047619048,0,-0.553741497,-1.841427736,0.364864865,0,0,2.07332149
181,2.149131944,0,0,0,-0.428571429,0.25,1,0.047619048,0,-0.553741497,-1.841427736,0.364864865,0,0,2.07332149
182,0.107291667,0,0,0,-0.857142857,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,0.405405405,0.5,0,2.061405006
183,0.644965278,1,0,0,-0.857142857,0.5,0,0.047619048,0,-0.553741497,-1.841427736,0.405405405,0,0,2.061405006
184,1.7765625,0,0,0,-0.428571429,0.5,1,0.047619048,0,-0.553741497,-1.841427736,0.405405405,0.5,0,2.061405006
185,-0.473090278,1,0,0,0.714285714,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,0.405405405,0,0,2.061405006
186,1.862847222,0,0,0,-0.857142857,0.75,0,0.047619048,0,-0.553741497,-1.841427736,0.459459459,0.5,0,2.038463316
187,2.310243056,0,0,0,-0.857142857,-0.5,0,0.047619048,0,-0.553741497,-1.841427736,0.472972973,0.5,0,2.056750748
188,0.674479167,0,0,0,1.142857143,-0.5,-1,0.047619048,0,-0.553741497,-1.841427736,0.472972973,-1,0,2.056750748
189,1.161284722,0,0,0,-0.857142857,0,0,0.047619048,0,-0.553741497,-1.841427736,0.5,-0.5,0,2.07451848
190,0.069444444,0,0,0,-0.571428571,0.25,2,0.047619048,0,-0.553741497,-1.841427736,0.513513514,-1,0,2.075348817
191,1.873090278,0,0,0,0.142857143,0.75,1,0.047619048,0,-0.553741497,-1.841427736,0.527027027,-1,0,2.050887145
192,1.927777778,0,0,0,-0.857142857,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,0.540540541,-1,0,2.05893106
193,-0.098611111,0,0,0,-0.285714286,-0.75,-1,0.047619048,0,-0.553741497,-1.841427736,0.540540541,-0.5,0,2.05893106
194,2.101736111,0,0,0,0.142857143,-0.75,1,0.047619048,0,-0.553741497,-1.841427736,0.540540541,0,0,2.05893106
195,-0.3671875,0,0,0,0.142857143,-0.75,0,0.047619048,0,-0.553741497,-1.841427736,0.540540541,0,0,2.05893106
196,1.814583333,0,0,0,0.571428571,-0.25,3,0.047619048,0,-0.553741497,-1.841427736,0.594594595,0.5,0,2.047930181
197,0.029166667,1,0,0,0.571428571,0,1,0.047619048,0,-0.553741497,-1.841427736,0.608108108,-1,0,2.063146341
198,0.076736111,0,0,0,-0.857142857,0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.621621622,-1,0,2.017808937
199,-0.339409722,0,0,0,0.142857143,0.25,0,0.047619048,0,-0.553741497,-1.841427736,0.621621622,-0.5,0,2.017808937
200,0.059722222,0,0,0,-0.857142857,0.5,-1,0.047619048,0,-0.553741497,-1.841427736,0.648648649,0,0,1.987586082
201,0.217881944,0,0,0,-0.857142857,0.75,0,0.047619048,0,-0.553741497,-1.841427736,0.662162162,0,0,1.966279465
202,-0.425868056,1,0,0,0.714285714,0,-1,0.047619048,0,-0.553741497,-1.841427736,0.675675676,-1,0,1.94865727
